"","X","ID","Vol","project","fazenda","oldID","mnat","foundrot","age","spacing","rotstartdate","maxVI","nobs","sumVI","meanVI","meanadj","maxadj","peakdate","adjpeakdate","peakage","adjpeakage","maxdate","startdate","rotlen","postdiff","postslope","meannat","prediff","prepeaksum","postpeaksum","prepeakmean","postpeakmean","sumage2","meanage2","postnorm","sumadj","sumxadj","preasum","postasum","preamean","postamean","sumaage2","sumxage2","sumxVIage2","meanaage2","postanorm","prexsum","prexmean","meanxage2","prean","prexn","rotan","rotxn","rotlensq","rotlenrt","rotlenln","medVI","medadj","preadiff","prepeakmed","postpeakmed","preamed","postamed","prexmed","medaage2","medage2","mednat","oldproj","MAP","MAT","elev","precip","precip_drymo","precip_wetmo","slope","north"
"11",883,11933542452,207.4,"412","RDBOBA","RDBOBA00412P09-218",1879.40079750829,3,88,"3,33 x 3,00","2009-03-16",3587.364815,21,51139.7595966,2435.22664745714,297.942240613601,1116.23251876406,"2014-02-10","2010-07-09",58.9150684931507,15.7808219178082,"2016-07-01","2009-03-16",87.5835616438356,950.4659675,33.1536771920394,2137.28440684354,2613.3837204,28321.8194246,19230.575357,2178.6014942,2747.225051,9500.3510466,1900.07020932,0.765805874973438,6256.78705288563,9340.35280818455,2948.15802139659,2548.14524846952,226.781386261276,364.02074978136,-1212.77842602225,1566.28166598361,5643.827214,-242.55568520445,0.326115521329213,5761.60538620831,640.178376245367,783.140832991805,13,9,21,16,7670.88027021955,9.35860895880556,4.47259332786579,2528.45688,485.97714465765,2304.25771037776,2234.662275,2745.340815,446.082491172895,486.039127410745,651.892789155984,-774.816554171848,1691.853414,1967.72047258925,"412",1147,238,248.3432836,1268.94754,12,211,2.850746269,-0.695033047165094
"12",882,11932842482,199.7,"412","RDBOBA","RDBOBA00412R10-185",1927.12878876897,4,79,"3,33 x 3,00","2010-02-23",3063.693133,14,34461.386739,2461.52762421429,477.990892931006,848.549758084181,"2014-05-17","2012-07-22",50.7616438356164,28.9315068493151,"2015-09-01","2010-02-23",66.2794520547945,649.2713455,41.8404027379061,1983.53673128328,814.15946,23906.385894,7491.307712,2390.6385894,2497.10257066667,10891.131259,2178.2262518,0.815062887261649,6691.87250103409,6940.74083728394,4409.05319223029,1617.68221083512,440.905319223029,539.227403611705,1224.09142351119,1472.95975976105,6838.60115,244.818284702239,0.635469397609811,4657.92152848014,582.240191060018,490.986586587016,10,8,14,12,4392.9657646838,8.14121932236164,4.19387992539677,2489.1185275,575.676765199825,942.897128683042,2400.020282,2488.964506,548.571514258351,579.049777222191,593.830553775131,285.298652210788,2235.662329,1913.2363859378,"412",1157.276498,236,280.9535963,1268.94754,12,214,5.097447796,-0.615725294501118
"13",881,11932442499,150.9,"412","RDBOBA","RDBOBA00412R10-179",2008.51234010906,4,77,"3,33 x 3,00","2010-05-06",3111.941055,19,46496.612555,2447.19013447368,261.604220535227,1181.08357488418,"2013-07-01","2013-07-01",37.8739726027397,37.8739726027397,"2016-08-10","2010-05-06",75.2219178082192,929.967959,24.9001104045628,2185.58591393846,1905.213489,17797.142103,25587.529397,2224.642762875,2558.7529397,10636.625667,2127.3251334,0.822236955802494,4970.48019016931,6775.54823802478,1353.32974134674,2436.06687393839,169.166217668342,243.606687393839,-595.804131553332,932.803039452371,5043.132741,-119.160826310666,0.206256942839738,2881.93691235244,576.387382470488,466.401519726186,8,5,19,14,5658.33691874648,8.67305700478321,4.3204426487052,2489.561493,282.562899339242,2207.25850220885,2305.229563,2553.792986,236.501847856023,317.798819739699,720.788273148861,-103.524300269753,2178.576654,2071.55448366076,"412",1158.729897,236.2123711,307.5798319,1264.430563,12.13608247,214.7876289,5.350840336,-0.89095658012621
"14",880,11932442493,198.2,"412","RDBOBA","RDBOBA00412P10-180",1999.51061681448,4,72,"3,00 x 3,33","2010-06-07",3122.544997,15,35117.8685183,2341.19123455333,379.051138165815,1281.72692001984,"2012-07-06","2012-07-06",24.986301369863,24.986301369863,"2015-08-24","2010-06-07",62.5972602739726,457.643336,12.1678188840326,1962.14009638752,2255.1004777,10887.3853913,21107.93813,1814.56423188333,2638.49226625,10887.3853913,1814.56423188333,0.844981343354521,5685.76707248722,7268.72153315406,259.898380689123,4144.14177177826,43.3163967815205,518.017721472282,259.898380689123,1842.85284135596,7086.948465,43.3163967815205,0.404156075199126,1842.85284135596,614.284280451987,614.284280451987,6,3,15,12,3918.41699380747,7.91184303901263,4.13672151155682,2496.214861,490.256826222191,2232.82748714506,1565.810275,2596.356966,-114.424371864847,529.813605153186,753.553263389082,-114.424371864847,1565.810275,1863.67130212881,"412",1160.198529,235.752451,296.6682578,1268.94754,12.24754902,215.1544118,4.131264916,-0.834081191072475
"15",879,11932442482,182.7,"412","RDBOBA","RDBOBA00412R10-184",1998.28491739783,4,79,"3,33 x 3,00","2010-06-07",3185.596138,16,35454.268151,2215.8917594375,189.565635780939,629.433002683102,"2014-03-14","2011-07-28",45.2383561643836,13.6767123287671,"2015-09-01","2010-06-07",62.8602739726027,1251.6378,71.0273316231343,2026.32612365656,1611.04192,23143.599933,9125.07208,2103.96363027273,2281.26802,14430.481468,2061.49735257143,0.716119658982334,3033.05017249503,3732.89445864686,2267.2353024324,852.8905438038,206.112300221128,213.22263595095,798.849574469229,1411.61818687988,9211.933888,114.121367781318,0.338753505205542,2880.00391484306,360.000489355382,352.904546719971,11,8,16,12,3951.41404391068,7.92844713500713,4.14091438981686,2148.2664885,245.159468270695,873.423871108327,2095.312036,2279.2179285,300.168860569677,245.159468270695,363.688387573405,155.018121871186,2018.689424,1891.90524183773,"412",1156.736842,236.5989975,299.25,1268.94754,12,214.2581454,5.75,-0.946902352779221
"16",878,11932242480,186.2,"412","RDBOBA","RDBOBA00412P10-182",1980.73093587884,4,72,"3,00 x 2,50","2010-06-15",3458.865046,12,30444.631062,2537.0525885,540.540710680311,1060.30901096869,"2012-02-29","2012-06-04",20.5150684931507,23.6712328767123,"2015-09-01","2010-06-15",62.5972602739726,1307.383168,31.0673734583333,1996.51187781969,2162.598312,5240.288619,21856.611443,1746.762873,2732.076430375,11492.483708,2298.4967416,0.789876561831895,6486.48852816373,7378.81177525822,-427.038984917034,6151.35664232484,-142.346328305678,768.919580290605,1390.33781922797,2282.66106632246,8380.837927,278.067563845593,0.725184424857552,465.284262177459,465.284262177459,760.887022107487,3,1,12,10,3918.41699380747,7.91184303901263,4.13672151155682,2588.3013725,736.042076547581,1885.90641585638,1926.513093,2703.881845,-61.6227646271973,845.779150874377,465.284262177459,465.284262177459,2128.642838,1957.49016727151,"412",1155.462302,236.8630952,286.6492248,1268.94754,12,213.9146825,4.957364341,-0.338807933875284
"17",877,11932142489,177.7,"412","RDBOBA","RDBOBA00412R10-183",1973.2864135655,3,81,"3,33 x 3,00","2010-07-09",2743.377231,20,42636.351703,2131.81758515,56.797528447762,550.990088019839,"2012-02-29","2012-07-06",19.7260273972603,23.9342465753425,"2016-08-10","2010-07-09",73.1178082191781,883.218289,16.5422144645423,2075.02005670224,1149.576344,8430.438624,31582.812189,1686.0877248,2255.91515635714,15625.716633,1953.214579125,0.822313144129592,1135.95056895524,2935.50279500909,-544.643827104187,1643.05363530351,-108.928765420837,117.360973950251,385.359601955346,1234.04868774264,9055.264362,48.1699502444183,0.213000154634406,304.045258683102,304.045258683102,308.512171935659,5,1,20,12,5346.2138787765,8.55089517063436,4.29207195157598,2204.983432,49.0867288739457,930.652782261904,1672.35714,2280.055155,-88.2262441288142,174.159083056541,304.045258683102,-13.7403345166468,1817.7157055,1899.27060948661,"412",1160,236,306.7731092,1268.94754,12,215,2.621848739,-0.765195297791784
"18",876,11931742489,223.1,"412","RDBOBA","RDBOBA00412P09-214",2011.61384377597,4,89,"3,00 x 2,50","2009-11-27",3277.483238,17,44465.096365,2615.59390382353,388.990191970788,973.498748284325,"2011-01-09","2010-07-17",13.413698630137,7.62739726027397,"2015-04-26","2009-11-27",64.9643835616438,619.00518,12.0077003985969,2226.60371185274,1877.861381,8632.196618,32555.416509,2158.0491545,2712.95137575,17106.29833,2443.75690428571,0.827754462416567,6612.83326350339,8772.90402272876,-251.457503569728,6338.62643265585,-62.8643758924321,528.218869387987,1354.10052995059,3514.17128917596,14062.187417,193.442932850084,0.54259840633479,1908.61325565564,954.306627827819,702.834257835192,4,2,17,15,4220.37113154438,8.06004860789585,4.17383917451332,2658.478058,536.226801755919,2078.14435423365,2187.446912,2645.8784235,-60.1553229523655,548.975553547581,954.306627827819,525.66433441727,2730.404768,2128.58891726975,"412",1156.721311,236.6557377,283.968254,1268.94754,12,214.3442623,5.793650794,0.85745253740582
"19",875,11931342467,196.3,"466","RDBOBA","RDBOBA00466P10-206",2009.73311402737,4,78,"3,00 x 2,50","2010-02-23",3536.664421,13,31837.0292395,2449.00224919231,416.809019402893,1191.98254505612,"2011-04-15","2011-07-12",13.6767123287671,16.5698630136986,"2014-06-26","2010-02-23",52.0767123287671,271.146087666667,7.06109603298612,2032.19322978941,2176.01506,3054.6697505,25441.907136,1018.22325016667,2826.87857066667,12097.2012665,2016.20021108333,0.799306418183538,5418.51725223761,8505.68458118636,-3087.16732894875,7682.26766638932,-1029.05577631625,853.58529626548,-353.61874424401,2733.54858470474,9042.531516,-58.9364573740016,0.716105533429009,0,NA,911.182861568248,3,0,13,10,2711.98396697317,7.21641963363877,3.95271786857988,2712.53235,789.362134495447,2318.15166471164,1007.637478,2728.731277,-970.592260742065,844.758968730247,NA,-20.1895949377343,1946.584285,1926.84447691582,"466",1159.709865,236.4487427,291.1106796,1268.94754,12.51450677,214.549323,5.996116505,-0.899016775291956
"20",874,11931142491,181,"466","RDBOBA","RDBOBA00466P10-225",1975.51153309631,4,74,"3,00 x 2,50","2010-04-12",3808.529322,16,39067.8214486,2441.7388405375,359.590599666097,1686.33547807957,"2012-04-01","2012-04-01",23.6712328767123,23.6712328767123,"2015-08-24","2010-04-12",64.4383561643836,1257.0678995,30.8353349003696,2082.1482408714,2841.8117834,5758.6969656,29500.595161,1439.6742414,2681.87228736364,9567.2262876,1913.44525752,0.704175302490591,5753.44959465755,8391.33708169178,-2202.46159048397,6269.57570706195,-550.615397620991,569.961427914723,-516.126112404397,2121.76137462983,7895.449652,-103.225222480879,0.337988161503787,435.425896550261,217.712948275131,707.253791543277,4,2,16,14,4152.30174516795,8.02735050713394,4.16570904843007,2490.681821,466.405741837759,3210.73697568857,1447.1178303,2740.28451,-471.109819526211,594.726831495447,217.712948275131,171.266350372803,1927.518122,1957.49016727151,"466",1154.464646,237.3131313,280.5306122,1268.94754,12,214.030303,3.795918367,-0.986838442428707
"21",873,11931042485,200.2,"466","RDBOBA","RDBOBA00466P10-211",2009.31938181964,3,77,"3,00 x 2,50","2010-07-09",3144.69648,18,42090.7709772,2338.3761654,219.965166484126,1588.7553856831,"2011-06-18","2011-07-28",11.3095890410959,12.6246575342466,"2016-06-23","2010-07-09",71.5397260273973,471.998031,7.83657575122817,2118.41099891587,2047.5886078,4679.4102522,34464.342948,1559.8034174,2461.738782,16514.4814802,2359.21164002857,0.782822379729315,3959.37299671427,6416.87555304714,-876.059802458474,3752.08632430156,-292.019934152825,268.00616602154,3104.58074424081,4750.30346407209,14592.870003,443.511534891545,0.168689383171663,769.662917372803,769.662917372803,950.060692814418,3,1,18,13,5117.93240007506,8.45811598569074,4.27025290418134,2422.6562135,232.943578555528,2542.51345672517,1022.182308,2422.6562135,-691.964648789212,232.943578555528,769.662917372803,769.662917372803,2757.798775,2003.11625736218,"466",1151.524941,237.9026128,265.1508121,1268.94754,12,213.2992874,3.053364269,-0.77920600119914
"22",872,11930242489,202.3,"466","RDBOBA","RDBOBA00466P10-218",2060.00922109447,3,75,"3,00 x 2,50","2010-05-06",3030.759119,14,32719.4771006,2337.10550718571,218.830965028062,1024.29401438908,"2011-04-15","2011-07-28",11.3095890410959,14.7287671232877,"2015-08-24","2010-05-06",63.6493150684932,287.271549,5.48859481705402,2118.27454215765,1826.625276,1772.7664396,28099.190313,886.3832198,2554.47184663636,9484.0103246,1896.80206492,0.842848852824441,3063.63351039287,5418.71135358711,-2313.32329396674,5046.47189456256,-1156.66164698337,458.77017223296,-803.644858756348,1509.67843521039,7711.243885,-160.72897175127,0.447889146854562,0,NA,503.226145070129,2,0,14,11,4051.23530868831,7.97805208484459,4.15338856404203,2516.6101745,316.92716886982,2187.81947800777,886.3832198,2531.753151,-1156.66164698337,429.912714339242,NA,203.381468730247,2331.970386,2100.07170046526,"466",1158.521073,236.9655172,302.7096154,1269.741705,12.04789272,215.2088123,5.963461538,-0.948854820348542
"23",870,11928042384,217.8,"478","RDBOBA","RDBOBA00478P09-020",2019.16185321678,2,79,"3,00 x 2,50","2009-05-11",3711.427797,18,45630.900365,2535.05002027778,212.237918631497,864.333925247222,"2011-01-09","2010-08-02",19.9890410958904,14.7287671232877,"2015-08-08","2009-05-11",74.958904109589,1638.311142,29.8038061617823,2322.81210164628,2556.199436,9901.978777,32017.493791,1980.3957554,2668.12448258333,16809.355803,2401.33654328571,0.71889435239452,3820.28253536695,5799.75397948479,-954.197461170807,3910.14607129054,-190.839492234161,325.845505940878,586.445222516079,2458.68461459575,11554.838888,83.7778889308684,0.376990300187139,918.041930908867,459.020965454434,614.671153648938,5,2,18,13,5618.83730531057,8.65788104039257,4.316940018154,2451.934681,334.408777074252,1617.71827884943,2239.416553,2650.873377,-98.3528493060685,354.766476086918,459.020965454434,237.351404617604,2408.045309,2234.01401972893,"478",1156,237,231.3404255,1236.539932,13,214,6.510638298,0.363562592616338
"24",871,11928042388,162.9,"478","RDBOBA","RDBOBA00478R09-005",2038.84294740383,2,82,"3,00 x 3,00","2009-12-13",3626.929695,16,47490.995296,2968.187206,686.476470368092,1104.83447228378,"2014-02-26","2010-05-06",50.4986301369863,4.73424657534247,"2015-08-24","2009-12-13",68.3835616438356,1032.114815,57.7086255323223,2281.71073563191,1633.797129,28415.271984,15448.793617,2841.5271984,3089.7587234,16697.308566,2782.884761,0.851893745737467,10983.6235258895,11548.9146972122,7129.563644566,3346.9375460642,712.9563644566,669.387509212841,3649.48175807805,4214.7729294008,14704.176,608.246959679676,0.605871310142204,7694.85481588874,854.983868432083,842.954585880159,10,9,16,15,4676.31150309626,8.26943538845522,4.22513246890087,3014.674912,805.890983933473,1508.65372199807,2954.821254,3063.438162,881.502371716633,723.118137942601,943.362550675331,881.502371716633,2819.3705475,2152.22848849271,"478",1156,237,261.7826087,1236.539932,13,214,7.902173913,-0.992546151641322
"25",869,11927942379,182.9,"478","RDBOBA","RDBOBA00478P09-021",2012.58615973511,2,80,"3,00 x 2,50","2009-03-08",3250.253207,19,44786.1557774,2357.16609354737,22.7682769439559,682.967725219554,"2011-01-09","2010-05-06",22.0931506849315,13.9397260273973,"2015-06-21","2009-03-08",75.4849315068493,281.732241,5.27669683728449,2334.39781660341,2370.6502996,11450.2666494,30107.026314,1908.3777749,2508.9188595,14679.1294634,2097.01849477143,0.771914893921678,432.597261935161,4684.38666016508,-2519.48311883184,2570.31143851978,-419.913853138641,214.192619876649,-2137.71417658462,1715.46720919597,11169.750131,-305.387739512089,0.313620412747604,1333.69826694875,444.566088982916,428.866802298992,6,3,19,12,5697.97488459373,8.68820646087841,4.32393305364497,2444.44837,275.457692440843,2151.97746661068,1905.2507615,2510.225285,-452.558083580967,286.012534557977,543.197078675686,107.533463053507,2382.827862,2377.57438871608,"478",1156,237,248.2692308,1236.539932,13,214,6.673076923,-0.887707237845873
"26",866,11927742372,249.6,"478","RDBOBA","RDBOBA00478P09-028",2030.36438064565,2,76.1,"3,00 x 2,50","2009-03-08",3771.041695,19,47449.8366713,2497.35982480526,322.652917708503,1467.67053031362,"2011-02-18","2011-06-02",23.4082191780822,26.827397260274,"2015-08-24","2009-03-08",77.5890410958904,1618.836519,29.878404603307,2174.70690709676,2782.4375287,10470.0726353,33208.722341,1745.01210588333,2767.39352841667,14241.1143303,2034.44490432857,0.73385386644914,6130.40543646156,8998.87236971949,-1599.53355819893,6719.50598607177,-266.588926366488,559.958832172647,-589.100549610206,2239.89758052971,8590.939703,-84.1572213728866,0.381528974389771,1229.46457194099,614.732285970495,746.632526843237,6,2,19,14,6020.05929817977,8.80846417350326,4.35142619422516,2526.918216,478.656403222191,2831.32226230454,1742.2722825,2759.062928,-421.035157237644,494.925705722991,614.732285970495,-337.941495469667,2184.913998,2071.55448366076,"478",1154.827586,237.0431034,254.8790323,1236.539932,12.95689655,213.9568966,4.991935484,-0.856804624168486
